collection,resource,theme_en,theme_es,indicator,label_en,label_es,description_en,description_es,valuetype
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_behavioral_total,DALYs behavioral,DALYs conductuales,Disability-adjusted life year (DALYs) behavioral,Comportamiento por año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_behavioral_per,DALYs behavioral(%),AVAD conductuales (%),Disability-adjusted life year (DALYs) behavioral(%),Comportamiento por año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_behavioral_per100K,DALYs behavioral(per 100.000 people),AVAD conductuales (por cada 100.000 personas),Disability-adjusted life year (DALYs) behavioral(per 100.000 people),Comportamiento por años de vida ajustados por discapacidad (AVAD) (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_child_and_mater_total,DALYs Child and maternal malnutrition,AVAD Desnutrición infantil y materna,Disability-adjusted life year (DALYs) Child and maternal malnutrition,Año de vida ajustado por discapacidad (AVAD) Desnutrición infantil y materna,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_child_and_mater_per,DALYs Child and maternal malnutrition(%),AVAD Desnutrición materna e infantil (%),Disability-adjusted life year (DALYs) Child and maternal malnutrition(%),Año de vida ajustado por discapacidad (AVAD) Desnutrición materna e infantil (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_tobacco_total,DALYs Tobacco,DALYs Tabaco,Disability-adjusted life year (DALYs) Tobacco,Año de vida ajustado por discapacidad (AVAD) Tabaco,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_tobacco_per,DALYs Tobacco(%),AVAD Tabaco (%),Disability-adjusted life year (DALYs) Tobacco(%),Año de vida ajustado por discapacidad (AVAD) Tabaco (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_alcohol_use_total,DALYs Alcohol use,AVAD Consumo de alcohol,Disability-adjusted life year (DALYs) Alcohol use,Año de vida ajustado por discapacidad (AVAD) Consumo de alcohol,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_alcohol_use_per,DALYs Alcohol use(%),AVAD Consumo de alcohol (%),Disability-adjusted life year (DALYs) Alcohol use(%),Año de vida ajustado por discapacidad (AVAD) Consumo de alcohol (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_kidney_dysfunct_total,DALYs Kidney dysfunction,DALYs Disfunción renal,Disability-adjusted life year (DALYs) Kidney dysfunction,Año de vida ajustado por discapacidad (AVAD) Disfunción renal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_kidney_dysfunct_per,DALYs Kidney dysfunction(%),DALYs Disfunción renal (%),Disability-adjusted life year (DALYs) Kidney dysfunction(%),Año de vida ajustado por discapacidad (AVAD) Disfunción renal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_ldl_choles_total,DALYs High LDL cholesterol,AVAD Colesterol LDL alto,Disability-adjusted life year (DALYs) High LDL cholesterol,Año de vida ajustado por discapacidad (AVAD) Colesterol LDL alto,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_ldl_choles_per,DALYs High LDL cholesterol(%),AVAD Colesterol LDL alto (%),Disability-adjusted life year (DALYs) High LDL cholesterol(%),Año de vida ajustado por discapacidad (AVAD) Colesterol LDL alto (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_childhood_sexua_total,DALYs Childhood sexual abuse and bullying,AVAD Abuso sexual e intimidación infantil,Disability-adjusted life year (DALYs) Childhood sexual abuse and bullying,Año de vida ajustado por discapacidad (AVAD) Abuso sexual e intimidación infantil,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_childhood_sexua_per,DALYs Childhood sexual abuse and bullying(%),AVAD Abuso sexual e intimidación infantil (%),Disability-adjusted life year (DALYs) Childhood sexual abuse and bullying(%),Año de vida ajustado por discapacidad (AVAD) Abuso sexual e intimidación en la infancia (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_nonoptimal_tem_total,DALYs Non-optimal temperature,DALYs Temperatura no óptima,Disability-adjusted life year (DALYs) Non-optimal temperature,Año de vida ajustado por discapacidad (AVAD) Temperatura no óptima,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_nonoptimal_tem_per,DALYs Non-optimal temperature(%),DALYs Temperatura no óptima (%),Disability-adjusted life year (DALYs) Non-optimal temperature(%),Año de vida ajustado por discapacidad (AVAD) Temperatura no óptima (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_drug_use_total,DALYs Drug use,AVAD Consumo de drogas,Disability-adjusted life year (DALYs) Drug use,Año de vida ajustado por discapacidad (AVAD) Consumo de drogas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_drug_use_per,DALYs Drug use(%),AVAD Consumo de drogas (%),Disability-adjusted life year (DALYs) Drug use(%),Año de vida ajustado por discapacidad (AVAD) Consumo de drogas (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_metabolic_total,DALYs metabolic,AVAD metabólicos,Disability-adjusted life year (DALYs) metabolic,Año de vida ajustado por discapacidad (AVAD) metabólico,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_metabolic_per,DALYs metabolic(%),AVAD metabólicos (%),Disability-adjusted life year (DALYs) metabolic(%),Año de vida ajustado por discapacidad (AVAD) metabólico (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_metabolic_per100K,DALYs metabolic(per 100.000 people),AVAD metabólicos (por 100.000 personas),Disability-adjusted life year (DALYs) metabolic(per 100.000 people),Año de vida ajustado por discapacidad (AVAD) metabólico (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_fasting_pl_total,DALYs High fasting plasma glucose,AVAD Glucosa plasmática en ayunas alta,Disability-adjusted life year (DALYs) High fasting plasma glucose,Año de vida ajustado por discapacidad (AVAD) Glucosa plasmática en ayunas alta,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_fasting_pl_per,DALYs High fasting plasma glucose(%),AVAD Glucosa plasmática en ayunas alta (%),Disability-adjusted life year (DALYs) High fasting plasma glucose(%),Año de vida ajustado por discapacidad (AVAD) Glucosa plasmática en ayunas alta (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_systolic_b_total,DALYs High systolic blood pressure,AVAD Presión arterial sistólica alta,Disability-adjusted life year (DALYs) High systolic blood pressure,Año de vida ajustado por discapacidad (AVAD) Presión arterial sistólica alta,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_systolic_b_per,DALYs High systolic blood pressure(%),AVAD Presión arterial sistólica alta (%),Disability-adjusted life year (DALYs) High systolic blood pressure(%),Año de vida ajustado por discapacidad (AVAD) Presión arterial sistólica alta (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_bodymass_total,DALYs High body-mass index,AVAD Alto índice de masa corporal,Disability-adjusted life year (DALYs) High body-mass index,Año de vida ajustado por discapacidad (AVAD) Alto índice de masa corporal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_high_bodymass_per,DALYs High body-mass index(%),AVAD Índice de masa corporal alto (%),Disability-adjusted life year (DALYs) High body-mass index(%),Año de vida ajustado por discapacidad (AVAD) Alto índice de masa corporal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_low_bone_minera_total,DALYs Low bone mineral density,AVAD Baja densidad mineral ósea,Disability-adjusted life year (DALYs) Low bone mineral density,Año de vida ajustado por discapacidad (AVAD) Baja densidad mineral ósea,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_low_bone_minera_per,DALYs Low bone mineral density(%),AVAD Baja densidad mineral ósea (%),Disability-adjusted life year (DALYs) Low bone mineral density(%),Año de vida ajustado por discapacidad (AVAD) Baja densidad mineral ósea (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_dietary_risks_total,DALYs Dietary risks,AVAD Riesgos dietéticos,Disability-adjusted life year (DALYs) Dietary risks,Años de vida ajustados por discapacidad (AVAD) Riesgos dietéticos,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_dietary_risks_per,DALYs Dietary risks(%),AVAD Riesgos dietéticos (%),Disability-adjusted life year (DALYs) Dietary risks(%),Años de vida ajustados por discapacidad (AVAD) Riesgos dietéticos (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_all_risk_factor_total,YLDs All risk factors,YLD Todos los factores de riesgo,Years of healthy life lost due to disability (YLDs) All risk factors,Años de vida sana perdidos por discapacidad (AVD) Todos los factores de riesgo,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_all_risk_factor_per,YLDs All risk factors(%),AVD Todos los factores de riesgo (%),Years of healthy life lost due to disability (YLDs) All risk factors(%),Años de vida sana perdidos por discapacidad (AVD) Todos los factores de riesgo (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_unsafe_sex_total,YLDs Unsafe sex,YLD Sexo inseguro,Years of healthy life lost due to disability (YLDs) Unsafe sex,Años de vida saludable perdidos por discapacidad (AVD) Sexo inseguro,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_unsafe_sex_per,YLDs Unsafe sex(%),YLD Sexo inseguro (%),Years of healthy life lost due to disability (YLDs) Unsafe sex(%),Años de vida saludable perdidos por discapacidad (AVD) Sexo inseguro (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_environmental_total,YLDs environmental,YLD ambientales,Years of healthy life lost due to disability (YLDs) environmental,Años de vida saludable perdidos por discapacidad (AVD) ambiental,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_environmental_per,YLDs environmental(%),YLD ambientales (%),Years of healthy life lost due to disability (YLDs) environmental(%),Años de vida saludable perdidos por discapacidad (AVD) ambiental (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_environmental_per100K,YLDs environmental(per 100.000 people),YLD ambientales (por cada 100.000 habitantes),Years of healthy life lost due to disability (YLDs) environmental(per 100.000 people),Años de vida sana perdidos por discapacidad (AVD) medioambiental (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_behavioral_total,YLDs behavioral,YLD de comportamiento,Years of healthy life lost due to disability (YLDs) behavioral,Años de vida saludable perdidos debido a discapacidad (AVD) conductual,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_behavioral_per,YLDs behavioral(%),YLD de comportamiento (%),Years of healthy life lost due to disability (YLDs) behavioral(%),Años de vida saludable perdidos debido a discapacidad (AVD) conductual (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_behavioral_per100K,YLDs behavioral(per 100.000 people),YLD conductuales (por cada 100.000 personas),Years of healthy life lost due to disability (YLDs) behavioral(per 100.000 people),Años de vida saludable perdidos por discapacidad (AVD) conductual (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_child_and_mater_total,YLDs Child and maternal malnutrition,AVD Desnutrición materna e infantil,Years of healthy life lost due to disability (YLDs) Child and maternal malnutrition,Años de vida saludable perdidos por discapacidad (AVD) Desnutrición infantil y materna,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_child_and_mater_per,YLDs Child and maternal malnutrition(%),AVD Desnutrición materna e infantil (%),Years of healthy life lost due to disability (YLDs) Child and maternal malnutrition(%),Años de vida saludable perdidos por discapacidad (AVD) Desnutrición infantil y materna (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_systolic_b_per,YLDs High systolic blood pressure(%),YLD Presión arterial sistólica alta (%),Years of healthy life lost due to disability (YLDs) High systolic blood pressure(%),Años de vida saludable perdidos por discapacidad (AVD) Presión arterial sistólica alta (%),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_systolic_b_total,YLDs High systolic blood pressure,YLD Presión arterial sistólica alta,Years of healthy life lost due to disability (YLDs) High systolic blood pressure,Años de vida saludable perdidos por discapacidad (AVD) Presión arterial sistólica alta,rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_bodymass_total,YLDs High body-mass index,AVD Alto índice de masa corporal,Years of healthy life lost due to disability (YLDs) High body-mass index,Años de vida saludable perdidos por discapacidad (AVD) Alto índice de masa corporal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_bodymass_per,YLDs High body-mass index(%),AVD Alto índice de masa corporal (%),Years of healthy life lost due to disability (YLDs) High body-mass index(%),Años de vida saludable perdidos por discapacidad (AVD) Alto índice de masa corporal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_low_bone_minera_total,YLDs Low bone mineral density,YLD Baja densidad mineral ósea,Years of healthy life lost due to disability (YLDs) Low bone mineral density,Años de vida sana perdidos por discapacidad (AVD) Baja densidad mineral ósea,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_low_bone_minera_per,YLDs Low bone mineral density(%),AVD Densidad mineral ósea baja (%),Years of healthy life lost due to disability (YLDs) Low bone mineral density(%),Años de vida sana perdidos por discapacidad (AVD) Baja densidad mineral ósea (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_dietary_risks_total,YLDs Dietary risks,YLD Riesgos dietéticos,Years of healthy life lost due to disability (YLDs) Dietary risks,Años de vida saludable perdidos por discapacidad (AVD) Riesgos dietéticos,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_dietary_risks_per,YLDs Dietary risks(%),AVD Riesgos dietéticos (%),Years of healthy life lost due to disability (YLDs) Dietary risks(%),Años de vida saludable perdidos por discapacidad (AVD) Riesgos dietéticos (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_low_physical_ac_total,YLDs Low physical activity,APD Baja actividad física,Years of healthy life lost due to disability (YLDs) Low physical activity,Años de vida saludable perdidos por discapacidad (AVD) Baja actividad física,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_low_physical_ac_per,YLDs Low physical activity(%),APD Baja actividad física (%),Years of healthy life lost due to disability (YLDs) Low physical activity(%),Años de vida saludable perdidos por discapacidad (AVD) Baja actividad física (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_occupational_ri_total,YLDs Occupational risks,YLD Riesgos laborales,Years of healthy life lost due to disability (YLDs) Occupational risks,Años de vida saludable perdidos por discapacidad (AVD) Riesgos laborales,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_occupational_ri_per,YLDs Occupational risks(%),AVD Riesgos laborales (%),Years of healthy life lost due to disability (YLDs) Occupational risks(%),Años de vida saludable perdidos por discapacidad (AVD) Riesgos laborales (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_intimate_partne_total,YLDs Intimate partner violence,YLDs Violencia de pareja íntima,Years of healthy life lost due to disability (YLDs) Intimate partner violence,Años de vida saludable perdidos por discapacidad (AVD) Violencia de pareja íntima,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_intimate_partne_per,YLDs Intimate partner violence(%),YLD Violencia de pareja íntima (%),Years of healthy life lost due to disability (YLDs) Intimate partner violence(%),Años de vida saludable perdidos por discapacidad (AVD) Violencia de pareja íntima (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_air_pollution_total,YLDs Air pollution,YLDs Contaminación del aire,Years of healthy life lost due to disability (YLDs) Air pollution,Años de vida saludable perdidos por discapacidad (AVD) Contaminación del aire,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_air_pollution_per,YLDs Air pollution(%),YLD Contaminación del aire (%),Years of healthy life lost due to disability (YLDs) Air pollution(%),Años de vida saludable perdidos por discapacidad (AVD) Contaminación del aire (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_tobacco_total,YLDs Tobacco,YLDs Tabaco,Years of healthy life lost due to disability (YLDs) Tobacco,Años de vida saludable perdidos por discapacidad (AVD) Tabaco,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_tobacco_per,YLDs Tobacco(%),YLDs Tabaco (%),Years of healthy life lost due to disability (YLDs) Tobacco(%),Años de vida saludable perdidos por discapacidad (AVD) Tabaco (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_alcohol_use_total,YLDs Alcohol use,YLD Uso de alcohol,Years of healthy life lost due to disability (YLDs) Alcohol use,Años de vida saludable perdidos por discapacidad (AVD) Consumo de alcohol,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_alcohol_use_per,YLDs Alcohol use(%),YLD Uso de alcohol (%),Years of healthy life lost due to disability (YLDs) Alcohol use(%),Años de vida saludable perdidos por discapacidad (AVD) Consumo de alcohol (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_drug_use_total,YLDs Drug use,YLD Uso de drogas,Years of healthy life lost due to disability (YLDs) Drug use,Años de vida saludable perdidos por discapacidad (AVD) Consumo de drogas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_drug_use_per,YLDs Drug use(%),AVD Uso de drogas (%),Years of healthy life lost due to disability (YLDs) Drug use(%),Años de vida sana perdidos por discapacidad (AVD) Consumo de drogas (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_metabolic_total,YLDs metabolic,YLD metabólicos,Years of healthy life lost due to disability (YLDs) metabolic,Años de vida sana perdidos por discapacidad (AVD) metabólica,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_metabolic_per,YLDs metabolic(%),YLD metabólicos (%),Years of healthy life lost due to disability (YLDs) metabolic(%),Años de vida sana perdidos por discapacidad (AVD) metabólica (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_metabolic_per100K,YLDs metabolic(per 100.000 people),YLDs metabólicos (por cada 100.000 personas),Years of healthy life lost due to disability (YLDs) metabolic(per 100.000 people),Años de vida sana perdidos por discapacidad (AVD) metabólica (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_fasting_pl_total,YLDs High fasting plasma glucose,YLD Glucosa plasmática en ayunas alta,Years of healthy life lost due to disability (YLDs) High fasting plasma glucose,Años de vida saludable perdidos debido a discapacidad (AVD) Glucosa plasmática en ayunas alta,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_fasting_pl_per,YLDs High fasting plasma glucose(%),YLD Glucosa plasmática en ayunas alta (%),Years of healthy life lost due to disability (YLDs) High fasting plasma glucose(%),Años de vida sana perdidos por discapacidad (AVD) Glucosa plasmática en ayunas alta (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_unsafe_water_s_total,"YLDs Unsafe water, sanitation, and handwashing","YLD Agua insegura, saneamiento y lavado de manos","Years of healthy life lost due to disability (YLDs) Unsafe water, sanitation, and handwashing","Años de vida saludable perdidos debido a discapacidad (AVD) Agua, saneamiento y lavado de manos inseguros",number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_unsafe_water_s_per,"YLDs Unsafe water, sanitation, and handwashing(%)","AVD Agua, saneamiento y lavado de manos no seguros (%)","Years of healthy life lost due to disability (YLDs) Unsafe water, sanitation, and handwashing(%)","Años de vida saludable perdidos debido a discapacidad (AVD) Agua, saneamiento y lavado de manos no seguros (%)",pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_other_environme_total,YLDs Other environmental risks,YLD Otros riesgos ambientales,Years of healthy life lost due to disability (YLDs) Other environmental risks,Años de vida saludable perdidos por discapacidad (AVD) Otros riesgos ambientales,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_other_environme_per,YLDs Other environmental risks(%),YLD Otros riesgos ambientales (%),Years of healthy life lost due to disability (YLDs) Other environmental risks(%),Años de vida saludable perdidos por discapacidad (AVD) Otros riesgos ambientales (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_childhood_sexua_total,YLDs Childhood sexual abuse and bullying,YLD Abuso sexual e intimidación infantil,Years of healthy life lost due to disability (YLDs) Childhood sexual abuse and bullying,Años de vida saludable perdidos debido a la discapacidad (APD) Abuso sexual y acoso infantil,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_childhood_sexua_per,YLDs Childhood sexual abuse and bullying(%),YLD Abuso sexual e intimidación infantil (%),Years of healthy life lost due to disability (YLDs) Childhood sexual abuse and bullying(%),Años de vida saludable perdidos por discapacidad (AVD) Abuso sexual e intimidación infantil (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_kidney_dysfunct_total,YLDs Kidney dysfunction,YLD Disfunción renal,Years of healthy life lost due to disability (YLDs) Kidney dysfunction,Años de vida saludable perdidos por discapacidad (AVD) Disfunción renal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_kidney_dysfunct_per,YLDs Kidney dysfunction(%),AVD Disfunción renal (%),Years of healthy life lost due to disability (YLDs) Kidney dysfunction(%),Años de vida sana perdidos por discapacidad (AVD) Disfunción renal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_ldl_choles_total,YLDs High LDL cholesterol,YLD Colesterol LDL alto,Years of healthy life lost due to disability (YLDs) High LDL cholesterol,Años de vida saludable perdidos por discapacidad (AVD) Colesterol LDL alto,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylds_high_ldl_choles_per,YLDs High LDL cholesterol(%),YLD Colesterol LDL alto (%),Years of healthy life lost due to disability (YLDs) High LDL cholesterol(%),Años de vida saludable perdidos por discapacidad (AVD) Colesterol LDL alto (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_unsafe_water_s_total,"YLLs Unsafe water, sanitation, and handwashing","AVP Agua, saneamiento y lavado de manos peligrosos","Years of life lost due to premature mortality (YLLs) Unsafe water, sanitation, and handwashing","Años de vida perdidos por mortalidad prematura (AVP) Agua no potable, saneamiento y lavado de manos",number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_unsafe_water_s_per,"YLLs Unsafe water, sanitation, and handwashing(%)","AVP Agua no potable, saneamiento y lavado de manos (%)","Years of life lost due to premature mortality (YLLs) Unsafe water, sanitation, and handwashing(%)","Años de vida perdidos por mortalidad prematura (AVP) Agua no potable, saneamiento y lavado de manos (%)",pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_air_pollution_total,YLLs Air pollution,YLLs Contaminación del aire,Years of life lost due to premature mortality (YLLs) Air pollution,Años de vida perdidos por mortalidad prematura (AVP) Contaminación del aire,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_air_pollution_per,YLLs Air pollution(%),YLLs Contaminación del aire (%),Years of life lost due to premature mortality (YLLs) Air pollution(%),Años de vida perdidos por mortalidad prematura (AVP) Contaminación del aire (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_other_environme_total,YLLs Other environmental risks,AVP Otros riesgos medioambientales,Years of life lost due to premature mortality (YLLs) Other environmental risks,Años de vida perdidos por mortalidad prematura (AVP) Otros riesgos ambientales,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_other_environme_per,YLLs Other environmental risks(%),AVP Otros riesgos medioambientales (%),Years of life lost due to premature mortality (YLLs) Other environmental risks(%),Años de vida perdidos por mortalidad prematura (AVP) Otros riesgos ambientales (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_nonoptimal_tem_total,YLLs Non-optimal temperature,YLLs Temperatura no óptima,Years of life lost due to premature mortality (YLLs) Non-optimal temperature,Años de vida perdidos por mortalidad prematura (AVP) Temperatura no óptima,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_nonoptimal_tem_per,YLLs Non-optimal temperature(%),YLLs Temperatura no óptima (%),Years of life lost due to premature mortality (YLLs) Non-optimal temperature(%),Años de vida perdidos por mortalidad prematura (AVP) Temperatura no óptima (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_kidney_dysfunct_total,YLLs Kidney dysfunction,Disfunción renal de YLLs,Years of life lost due to premature mortality (YLLs) Kidney dysfunction,Años de vida perdidos por mortalidad prematura (AVP) Disfunción renal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_kidney_dysfunct_per,YLLs Kidney dysfunction(%),YLLs Disfunción renal (%),Years of life lost due to premature mortality (YLLs) Kidney dysfunction(%),Años de vida perdidos por mortalidad prematura (AVP) Disfunción renal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_ldl_choles_total,YLLs High LDL cholesterol,YLL Colesterol LDL alto,Years of life lost due to premature mortality (YLLs) High LDL cholesterol,Años de vida perdidos por mortalidad prematura (AVP) Colesterol LDL alto,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_ldl_choles_per,YLLs High LDL cholesterol(%),YLL Colesterol LDL alto (%),Years of life lost due to premature mortality (YLLs) High LDL cholesterol(%),Años de vida perdidos por mortalidad prematura (AVP) Colesterol LDL alto (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_childhood_sexua_total,YLLs Childhood sexual abuse and bullying,YLL Abuso sexual e intimidación infantil,Years of life lost due to premature mortality (YLLs) Childhood sexual abuse and bullying,Años de vida perdidos por mortalidad prematura (AVP) Abuso sexual e intimidación infantil,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_childhood_sexua_per,YLLs Childhood sexual abuse and bullying(%),AVP Abuso sexual e intimidación en la niñez (%),Years of life lost due to premature mortality (YLLs) Childhood sexual abuse and bullying(%),Años de vida perdidos por mortalidad prematura (AVP) Abuso sexual e intimidación infantil (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_all_risk_factor_total,YLLs All risk factors,AVP Todos los factores de riesgo,Years of life lost due to premature mortality (YLLs) All risk factors,Años de vida perdidos por mortalidad prematura (AVP) Todos los factores de riesgo,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_all_risk_factor_per,YLLs All risk factors(%),AVP Todos los factores de riesgo (%),Years of life lost due to premature mortality (YLLs) All risk factors(%),Años de vida perdidos por mortalidad prematura (AVP) Todos los factores de riesgo (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_unsafe_sex_total,YLLs Unsafe sex,YLLs Sexo inseguro,Years of life lost due to premature mortality (YLLs) Unsafe sex,Años de vida perdidos por mortalidad prematura (AVP) Sexo inseguro,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_unsafe_sex_per,YLLs Unsafe sex(%),AVP Sexo inseguro (%),Years of life lost due to premature mortality (YLLs) Unsafe sex(%),Años de vida perdidos por mortalidad prematura (AVP) Sexo inseguro (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_environmental_total,YLLs environmental,YLLs ambientales,Years of life lost due to premature mortality (YLLs) environmental,Años de vida perdidos por mortalidad prematura (AVP) ambiental,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_environmental_per,YLLs environmental(%),AVP medioambientales (%),Years of life lost due to premature mortality (YLLs) environmental(%),Años de vida perdidos por mortalidad prematura (AVP) ambiental (%),pct
